paper_title,author,year,intervention_name,scale_name,delay,u_s_d,d,se_d,var_d
Effectiveness of Sexual Assault Interventions: A Behavioral Approach,strategier,1999,sexual communication intervention,ses - vict,42,0.33,0.33,0.15811388300841897,0.025
Effectiveness of Sexual Assault Interventions: A Behavioral Approach,strategier,1999,legal definitions workshop,ses - vict,42,0.14,0.14,0.15811388300841897,0.025
Effectiveness of Sexual Assault Interventions: A Behavioral Approach,strategier,1999,sexual communication intervention,ses - perpetration,42,0,0,0.216794833886788,0.047
Effectiveness of Sexual Assault Interventions: A Behavioral Approach,strategier,1999,legal definitions workshop,ses - perpetration,42,0.34,0.34,0.216794833886788,0.047
Date rape attitudes intervention: a controlled outcome study,beadner,2000,non directive dating discussion + directive role play,rape myth acceptance,0,0.45,-0.036,0.42778499272414877,0.183
Date rape attitudes intervention: a controlled outcome study,beadner,2000,non directive dating discussion + directive role play,rape myth acceptance,14,-2.19,0.176,0.4289522117905443,0.184
The Safe Dates Program: 1-Year Follow-Up Results,foshee,2000,safe dates,sexual violence victimization,365,-0.03,0,0.5,0.25
The Safe Dates Program: 1-Year Follow-Up Results,foshee,2000,safe dates,sexual violence perpetration,365,0,-0,0.5,0.25
The Safe Dates Program: 1-Year Follow-Up Results,foshee,2000,safe dates,acceptance of dating violence,365,1.7823,0.953,0.5282045058497703,0.279
"The Longitudinal Effects of a Rape-prevention Program on Fraternity Men's Attitudes, Behavioral Intent, and Behavior",foubert,2000,the men's program,ses - perpetration,213,-0.09,-0.059,0.16431676725154984,0.027
"The Longitudinal Effects of a Rape-prevention Program on Fraternity Men's Attitudes, Behavioral Intent, and Behavior",foubert,2000,the men's program,rape myth acceptance,213,-6.5,0.51,0.1673320053068151,0.028
Evaluation of a University-Based Date Rape Prevention Program: Effect on Attitudes and Behavior Related to Rape,shultz,2000,treatment,rape myth acceptance,0,10.07,0.869,0.2810693864511039,0.079
First year campus acquaintance rape education: evaluating the impact of a mandatory intervention,lonsway,2000,fycare - workshop,illinois rape myth acceptance scale,0,0.39,0.453,0.18973665961010275,0.036
First year campus acquaintance rape education: evaluating the impact of a mandatory intervention,lonsway,2000,fycare - psych,illinois rape myth acceptance scale,25,0.11,0.128,0.1673320053068151,0.028
"Evaluating a psychoeducational sexual assault prevention program incorporating theatrical presentation, peer education, and social work",black,2000,turning point,rape myth acceptance,0,2.6,0.321,0.33763886032268264,0.114
"Evaluating a psychoeducational sexual assault prevention program incorporating theatrical presentation, peer education, and social work",black,2000,turning point,rape myth acceptance,61,3.6,0.444,0.3391164991562634,0.115
Evaluating the effectiveness of a sexual assault prevention program targeting male collegiate athletes,siebold,2000,out of bounds,illinois rape myth acceptance scale - short form,0,0.685,0.096,0.11401754250991379,0.013
Peer Education: Does focusing  on male responsability change sexual assault attitudes?,smith,2000,first step peer education project,rape attitude scale,0,-4.7311,0.622,0.08944271909999159,0.008
Evaluating a Prevention Program for Teenagers on Sexual Coercion: A Differential Effectiveness Approach,pacifici,2001,virtual date,rape myth acceptance,0,-0.12,0.188,0.40249223594996214,0.162
Self-reported proclivity to harass as a moderator of the effectiveness of the sexual harassment-prevention training,robb,2001,sexual harassment-prevention program,attitudes toward sexual harassment,0,1.67,-0.964,0.5630275304103699,0.317
An Evaluation of an Acquaintance Rape Prevention Program,gidycz,2001,acquaintance rape prevention program - female,rape myth acceptance,63,-0.59,0.084,0.07071067811865475,0.005
An Evaluation of an Acquaintance Rape Prevention Program,gidycz,2001,acquaintance rape prevention program - male,rape myth acceptance,63,-1.18,0.143,0.11401754250991379,0.013
An Evaluation of an Acquaintance Rape Prevention Program,gidycz,2001,acquaintance rape prevention program - female,ses - victimization,63,0.1054,0.1054,0.07071067811865475,0.005
An Evaluation of an Acquaintance Rape Prevention Program,gidycz,2001,acquaintance rape prevention program - male,ses - perpetration,63,NA,0,0.11401754250991379,0.013
2000 - 2001 MVP Evaluation Report,ward,2001, Mentors in Violence Prevention (MVP) Program ,attitudes regarding gender violence,14,2.5425,0.376,0.14832396974191325,0.022
Evaluating a sexual assault and dating violence prevention program for urban youths,weisz,2001,spring - reaching teens to stop violence,rape attitude scale,183,13.86,1.06,0.41352146256270667,0.171
Evaluating a sexual assault and dating violence prevention program for urban youths,weisz,2001,fall - reaching teens to stop violence,rape attitude scale,0,1.05,0.387,0.37013511046643494,0.137
The Unexpected Effects of a Sexual Harassment Educational Program,bingham,2001,treatment,knowledge scale,7,-0.39,0.394,0.08944271909999159,0.008
Evaluation of a rape-prevention program : effects on attitudes toward rape and beliefs in rape myths among freshmen dorm residents at the University of Montana,lydiard,2001,treatment,rape myth acceptance,30,1.69,0.378,0.16431676725154984,0.027
Preventing Bullying and Sexual Harassment in Elementary Schools: The Expect Respect Model,sanchez,2001,expect respect project,sexual harassment awarenss,91,-0.6,2.402,0.09486832980505137,0.009
Preventing Bullying and Sexual Harassment in Elementary Schools: The Expect Respect Model,sanchez,2001,expect respect project,sexual harassment awarenss,183,-0.91,3.643,0.1224744871391589,0.015
Getting Inside the House: The Effectiveness of a Rape Prevention Program for College Fraternity Men,davis,2002,social,rape myth acceptance,0,5.71,0.345,0.260768096208106,0.068
Getting Inside the House: The Effectiveness of a Rape Prevention Program for College Fraternity Men,davis,2002,traditional,rape myth acceptance,0,7.09,0.428,0.26267851073127396,0.069
The impact of a two acquaintance rape rape prevention programs on cognitive elaboration in low and high hypermasculine men,douglass,2002,The believable yes,rape myth acceptance scale (rmas),0,4.29,-0.294,0.34641016151377546,0.12
Outcome evaluation of the Youth Project: a school-based teen dating violence prevention program,sanchez-cesareo,2002,minimal youth project (study 1),teen dating violence knowledge scale,7,0.05,0.024,0.08366600265340755,0.007
Outcome evaluation of the Youth Project: a school-based teen dating violence prevention program,sanchez-cesareo,2002,minimal youth project (study 1),teen dating violence knowledge scale,91,0.11,0.053,0.08366600265340755,0.007
Assessing changes in bystander intervention: The impact of an undergraduate educational program on peer sexual harassment,whitlock,2002,peer educators for sexual harassment,sexual harassing behaviors bystander intervention inventory,183,0.29,0.426,0.161245154965971,0.026
Outcome evaluation of the Youth Project: a school-based teen dating violence prevention program,sanchez-cesareo,2002,full youth project (study 2),teen dating violence knowledge scale,7,0.34,-0.155,0.10488088481701516,0.011
Outcome evaluation of the Youth Project: a school-based teen dating violence prevention program,sanchez-cesareo,2002,full youth project (study 2),teen dating violence knowledge scale,91,-0.32,0.146,0.10488088481701516,0.011
Outcome evaluation of the Youth Project: a school-based teen dating violence prevention program,sanchez-cesareo,2002,minimal youth project (study 2),teen dating violence knowledge scale,7,0.21,-0.108,0.11401754250991379,0.013
Outcome evaluation of the Youth Project: a school-based teen dating violence prevention program,sanchez-cesareo,2002,minimal youth project (study 2),teen dating violence knowledge scale,91,0.25,-0.128,0.11401754250991379,0.013
Investigation of Attitude Change in a Rape Prevention Program,johansson-love,2003,experimental,rape myth acceptance scale (rmas),0,9.687,0.881,0.29154759474226505,0.085
Investigation of Attitude Change in a Rape Prevention Program,johansson-love,2003,experimental,rape myth acceptance scale (rmas),14,11.215,0.948,0.29325756597230357,0.086
The Expect Respect Project: Creating a Positive Elementary School Climate,meraviglia,2003,intervention group (students),knowledge of sexual harassment,0,0.12,0.283,0.5567764362830022,0.31
The Expect Respect Project: Creating a Positive Elementary School Climate,meraviglia,2003,intervention group (staff),knowledge of sexual harassment,0,-0.03,-0.065,0.5540758070878027,0.307
Rape Prevention With College Males,o'donohue,2003,pilot - video-based prevention program,rape myth acceptance,0,-4.45,1.096,0.260768096208106,0.068
"Assessing the Long-Term Effects of the Safe Dates Program
and a Booster in Preventing and Reducing Adolescent
Dating Violence Victimization and Perpetration",foshee,2004,safe dates,sexual violence victimization,1461,-0.23,0.353,0.575325994545701,0.331
"Evaluation of a Sexual Assault Prevention Program for College Men: Effects on Self-Reported Sexually Aggressive Behavior, Social Perceptions, and Attitudes",lobo,2004,experimental,illinois rape myth acceptance scale - short form,91,-2.17,0.178,0.4732863826479693,0.224
"Evaluation of a Sexual Assault Prevention Program for College Men: Effects on Self-Reported Sexually Aggressive Behavior, Social Perceptions, and Attitudes",lobo,2004,experimental,illinois rape myth acceptance scale - short form,213,0.51,-0.042,0.4732863826479693,0.224
"Evaluation of a Sexual Assault Prevention Program for College Men: Effects on Self-Reported Sexually Aggressive Behavior, Social Perceptions, and Attitudes",lobo,2004,experimental,ses (perpetration),213,-0.004,0.012,0.44944410108488464,0.202
Effects of Anti-Rape Video Content on Sexually Coercive and Noncoercive College Men's Attitudes and Alcohol Expectations.,stephens,2004,videotape,rape myth acceptance,0,0.1994,0.181,0.29325756597230357,0.086
An acquaintance rape education program for students transitioning to high school,fay,2006,treatment,rape myth acceptance scale (rmas),7,-6.14,0.577,0.16431676725154984,0.027
"Effects of Two Versions of an Empathy-Based Rape Prevention Program on Fraternity Men’s Survivor Empathy, Attitudes, and Behavioral Intent to Commit Rape or Sexual Assault",foubert,2006,the men's program + consent,illinois rape myth acceptance scale,0,6.3,0.217,0.15165750888103102,0.023
"Effects of Two Versions of an Empathy-Based Rape Prevention Program on Fraternity Men’s Survivor Empathy, Attitudes, and Behavioral Intent to Commit Rape or Sexual Assault",foubert,2006,the men's program + bystander,illinois rape myth acceptance scale,0,11.8,0.407,0.15165750888103102,0.023
Evaluation of the Impact of a Coeducational Sexual Assault Prevention Program on College Students' Rape Myth Attitudes,kress,2006,post,illinois rape myth acceptance scale - short form,0,142.28,1.279,0.11832159566199232,0.014
"Evaluating a peer-led, theatrical sexual assault prevention program: how do we measure success?",milhausen,2006,raise,rape myth acceptance,0,0,0,0.1,0.01
Sexual Violence Prevention Through Bystander Education: An Experimental Evaluation,banyard,2007,1 session + booster,illinois rape myth acceptance scale - short form,61,-1.96,0.155,0.14832396974191325,0.022
Sexual Violence Prevention Through Bystander Education: An Experimental Evaluation,banyard,2007,1 session + booster,bystander behaviors,61,2.26,0.359,0.14832396974191325,0.022
Sexual Violence Prevention Through Bystander Education: An Experimental Evaluation,banyard,2007,1 session + booster,illinois rape myth acceptance scale - short form,365,-5.24,0.414,0.27386127875258304,0.075
Sexual Violence Prevention Through Bystander Education: An Experimental Evaluation,banyard,2007,1 session + booster,bystander behaviors,365,0.16,-0.025,0.2701851217221259,0.073
Sexual Violence Prevention Through Bystander Education: An Experimental Evaluation,banyard,2007,3 session + booster,illinois rape myth acceptance scale - short form,61,-3.28,0.259,0.14491376746189438,0.021
Sexual Violence Prevention Through Bystander Education: An Experimental Evaluation,banyard,2007,3 session + booster,bystander behaviors,61,0.65,0.103,0.14491376746189438,0.021
Sexual Violence Prevention Through Bystander Education: An Experimental Evaluation,banyard,2007,3 session + booster,illinois rape myth acceptance scale - short form,365,-0.77,0.061,0.2645751311064591,0.07
Sexual Violence Prevention Through Bystander Education: An Experimental Evaluation,banyard,2007,3 session + booster,bystander behaviors,365,-0.56,-0.089,0.2645751311064591,0.07
Behavior Differences Seven Months Later: Effects of a Rape Prevention Program,foubert,2007,rape prevention program,ses - perp,213,0.0663,0.103,0.08944271909999159,0.008
Behavior Differences Seven Months Later: Effects of a Rape Prevention Program,foubert,2007,rape prevention program,illinois rape myth acceptance scale,0,4.32,0.191,0.08944271909999159,0.008
Behavior Differences Seven Months Later: Effects of a Rape Prevention Program,foubert,2007,rape prevention program,illinois rape myth acceptance scale,213,2.37,0.141,0.08944271909999159,0.008
The Effect of a College Sexual Assault Prevention Program on First-year Students' Victimization Rates,rothman,2007,sex signals + 2-hour sexual assault workshop,ses - perpetration,365,-0.05,0.133,0.044721359549995794,0.002
A Program Evaluation Research Study on the Implementation of the Mentors in Violence Prevention Program in a Public High School: A Dissertation,beardall,2007,mentors in violence prevention program,questionnaire (table 1 section 2),0,2.04,2.044,0.20976176963403032,0.044
Preventing Dating Violence in Public Schools: An Evaluation of an Interagency Collaborative Program for Youth,lowe,2007,the safe relationship program,dating relationship survey,7,10.6,1.456,0.15491933384829668,0.024
Clarifying Consent: Primary Prevention of Sexual Assault on a College Campus,borges,2008,presentation,knowledge of four basic components of consent,14,0.22,0.214,0.17888543819998318,0.032
Clarifying Consent: Primary Prevention of Sexual Assault on a College Campus,borges,2008,presentation + activity,knowledge of four basic components of consent,14,0.64,0.621,0.1816590212458495,0.033
Rape Prevention with Asian/Pacific Islander and Caucasian College Men: The Roles of Culture and Risk Status,stephens b,2008,cultural intervention,illinois rape myth acceptance scale - short form,0,0.32,0.368,0.22135943621178655,0.049
Rape Prevention with Asian/Pacific Islander and Caucasian College Men: The Roles of Culture and Risk Status,stephens b,2008,cultural intervention,illinois rape myth acceptance scale - short form,44.8,0.08,0.092,0.27748873851023215,0.077
Rape Prevention with Asian/Pacific Islander and Caucasian College Men: The Roles of Culture and Risk Status,stephens b,2008,cultural intervention,m-ses (perpetration),44.8,0.16,0.348,0.2792848008753788,0.078
Rape Prevention with Asian/Pacific Islander and Caucasian College Men: The Roles of Culture and Risk Status,stephens b,2008,Standard intervention,illinois rape myth acceptance scale - short form,0,0.38,0.437,0.216794833886788,0.047
Rape Prevention with Asian/Pacific Islander and Caucasian College Men: The Roles of Culture and Risk Status,stephens b,2008,Standard intervention ,illinois rape myth acceptance scale - short form,44.8,0.48,0.552,0.26267851073127396,0.069
Rape Prevention with Asian/Pacific Islander and Caucasian College Men: The Roles of Culture and Risk Status,stephens b,2008,Standard intervention ,m-ses (perpetration),44.8,0.16,0.348,0.2588435821108957,0.067
"Designing, Implementing, and Evaluating a Media Campaign Illustrating the Bystander Role",potter,2008,media campaign,knowledge of interventions,0,0.34,0.276,0.1673320053068151,0.028
How do you stop the boogeyman? An evaluation of a sexual assault prevention program,jones,2008,keeping kids safe,knowledge,0,-1.65,0.786,0.07745966692414834,0.006
Community Responsibility for Preventing Sexual Violence: A Pilot Study with Campus Greeks and Intercollegiate Athletes,moynihan,2008,bystander prevention program,illinois rape myth acceptance scale - short form,0,-0.96,-0.126,0.130384048104053,0.017
Rape Prevention with College Men: Evaluating Risk Status,stephens,2009,Standard intervention ,illinois rape myth acceptance scale - short form,0,0.33,0.418,0.19748417658131498,0.039
Rape Prevention with College Men: Evaluating Risk Status,stephens,2009,Standard intervention,illinois rape myth acceptance scale - short form,49.2,0.46,0.597,0.25495097567963926,0.065
Rape Prevention with College Men: Evaluating Risk Status,stephens,2009,Standard intervention ,m-ses (perpetration),49.2,-0.14,-0.311,0.25099800796022265,0.063
An Evaluation of a Mixed-Gender Sexual Assault Prevention Program,bradley,2009,action to reduce sexual assault on campus (volunteer),rape myth acceptance,14,-0.46,0.048,0.18708286933869708,0.035
Empowering Bystanders to Prevent Campus Violence Against Women,potter,2009,saw posters,action to reduce sexual assault on campus (volunteer),0,-1.53,0.52,0.12649110640673517,0.016
Empowering Bystanders to Prevent Campus Violence Against Women,potter,2009,saw posters,precontemplation,0,-0.33,0.138,0.12649110640673517,0.016
Evaluation of a sexual assault and dating violence prevention program for middle school students,degannes,2009,project awareness,rape myth attitude scale,0,5.64,0.368,0.22803508501982758,0.052
Reducing Sexual Violence on Campus: The Role of Student Leaders as Empowered Bystanders,banyard,2009,bringing in the bystander,rape myth acceptance,0,0.18,0.409,0.10488088481701516,0.011
An Evaluation of a Sexual Assault Education Program,Hatcher,2009,immediate intervention,rape myth acceptance,0,-6.78,1.429,0.2345207879911715,0.055
An Evaluation of a Sexual Assault Education Program,Hatcher,2009,immediate intervention,rape myth acceptance,14,-7.84,0.494,0.21908902300206645,0.048
A School-Based Program to Prevent Adolescent Dating Violence,Wolfe,2009,Fourth R: Skills for Youth Relationships,physical dating violence (perpetration),912.5,-0.024,0.081,0.4289522117905443,0.184
An Evaluation of the Expect Respect: Preventing Teen Dating Violence High School Program,Roberts,2009,Expect Respect: Preventing Teen Dating Violence,atitudes toward dating violence,21,6.925,1.074,0.4219004621945797,0.178
Examining the effects of two sexual assault/date rape interventions in a population of college freshmen,jordan,2010,playing the game 2 film + peer-led discussion,cdrabs - attitudes towards rape,35,2.1,0.235,0.4505552130427524,0.203
Examining the effects of two sexual assault/date rape interventions in a population of college freshmen,jordan,2010,sarpp peer educator program,cdrabs - attitudes towards rape,35,1.8,0.201,0.4505552130427524,0.203
Engaging Intercollegiate Athletes in Preventing and Intervening in Sexual and Intimate Partner Violence,moynihan,2010,bringing in the bystander,illinois rape myth acceptance scale,0,-2.51,0.352,0.20976176963403032,0.044
Engaging Intercollegiate Athletes in Preventing and Intervening in Sexual and Intimate Partner Violence,moynihan,2010,bringing in the bystander,illinois rape myth acceptance scale,61,-1.95,0.273,0.20976176963403032,0.044
Engaging Intercollegiate Athletes in Preventing and Intervening in Sexual and Intimate Partner Violence,moynihan,2010,bringing in the bystander,bystander behavior scale,61,1.12,0.202,0.2073644135332772,0.043
The effects of gender violence/harassment prevention programming in middle schools: A randomized experimental evaluation,taylor,2010,Interaction based curriculum,attitudes toward gv/sh,0,-0.046,-0.02,0.22135943621178655,0.049
The effects of gender violence/harassment prevention programming in middle schools: A randomized experimental evaluation,taylor,2010,law and justice curriculum,attitudes toward gv/sh,0,0.285,0.106,0.22135943621178655,0.049
The effects of gender violence/harassment prevention programming in middle schools: A randomized experimental evaluation,taylor,2010,Interaction based curriculum,attitudes toward gv/sh,180,-0.104,-0.07,0.22135943621178655,0.049
The effects of gender violence/harassment prevention programming in middle schools: A randomized experimental evaluation,taylor,2010,law and justice curriculum,attitudes toward gv/sh,180,-0.028,-0.017,0.22135943621178655,0.049
The effects of gender violence/harassment prevention programming in middle schools: A randomized experimental evaluation,taylor,2010,Interaction based curriculum,overall sexual violence victimization - frequency (q7),180,-0.1329,0.03,0.22135943621178655,0.049
The effects of gender violence/harassment prevention programming in middle schools: A randomized experimental evaluation,taylor,2010,law and justice curriculum,overall sexual violence victimization - frequency (q7),180,-0.2398,0.054,0.22135943621178655,0.049
The effects of gender violence/harassment prevention programming in middle schools: A randomized experimental evaluation,taylor,2010,Interaction based curriculum,overall sexual violence perpetration - frequency (q6),180,0.6667,-0.149,0.22135943621178655,0.049
The effects of gender violence/harassment prevention programming in middle schools: A randomized experimental evaluation,taylor,2010,law and justice curriculum,overall sexual violence perpetration - frequency (q6),180,2.1,-0.469,0.22360679774997896,0.05
Men as Allies: The Efficacy of a High School Rape Prevention Intervention,hillenbrand-gunn,2010,men as allies,illinois rape myth acceptance scale - short form,0,-3.9667,0.452,0.1414213562373095,0.02
Men as Allies: The Efficacy of a High School Rape Prevention Intervention,hillenbrand-gunn,2010,men as allies,illinois rape myth acceptance scale - short form,28,-4.512,0.514,0.1414213562373095,0.02
A Study of a University-Based Men-Only Prevention Program (Men Care): Effect on Attitudes and Behaviors Related to Sexual Violence,liu,2010,men creating attitudes for rape-free environments (men care),attitudes,365,1.99,0.217,0.10954451150103323,0.012
A Study of a University-Based Men-Only Prevention Program (Men Care): Effect on Attitudes and Behaviors Related to Sexual Violence,liu,2010,men creating attitudes for rape-free environments (men care),behavior (perpetration),365,0,0,0.10954451150103323,0.012
Eliciting behavior change in a US sexual violence and intimate partner violence prevention program through utilization of Freire and discussion facilitation,nelson,2010,men united against family violence,knowledge,0,2.256,0.417,0.18439088914585774,0.034
Eliciting behavior change in a US sexual violence and intimate partner violence prevention program through utilization of Freire and discussion facilitation,nelson,2010,men united against family violence,knowledge,0,3.279,0.489,0.15165750888103102,0.023
Eliciting behavior change in a US sexual violence and intimate partner violence prevention program through utilization of Freire and discussion facilitation,nelson,2010,men united against family violence,knowledge,0,7.631,1.173,0.16431676725154984,0.027
Examining Rape Myth Acceptance: Assessing a College's Proactive Program on Possible Student Retention,Goforth,2010,mock rape trial,illinois rape myth acceptance scale,0,0,0,0.1224744871391589,0.015
Youth Action Strategies in the Primary Prevention of Teen Dating Violence,Kervin,2010,treatment ,"""a male can control his behavior...""",0,0.17,0.383,0.2588435821108957,0.067
Sexual Assault Prevention Programs: Examining the Effects on Middle School Adolescents' Attitudes and Behaviors,Rehmsmyer,2010,treatment,myths & beliefs,0,0,0,0.03162277660168379,0.001
Incorporating Social Norms into Sexual Assault Interventions: Effects on Belief and Behavior Change Among College Men,Paul,2010,treatment and control,acceptance of rape myths,0,10.28,0.627,0.22360679774997896,0.05
Incorporating Social Norms into Sexual Assault Interventions: Effects on Belief and Behavior Change Among College Men,Paul,2010,treatment and control,acceptance of rape myths,30.5,-0.37,-0.023,0.23664319132398465,0.056
Incorporating Social Norms into Sexual Assault Interventions: Effects on Belief and Behavior Change Among College Men,Paul,2010,treatment and control,ses-past year (perpetration),0,0.55,0.192,0.2345207879911715,0.055
Incorporating Social Norms into Sexual Assault Interventions: Effects on Belief and Behavior Change Among College Men,Paul,2010,treatment and control,ses-past year (perpetration),30.5,1.68,0.587,0.24289915602982237,0.059
Effects of a Rape Awareness Program on College Women: Increasing Bystander Efficacy and Willingness to Intervene,Foubert,2010,The women's program,"illinois rape myth acceptance scale, short form (irma-sf)",0,2.618,0.226,0.13784048752090222,0.019
Evaluation of a Sexual Assault Education/Prevention Program for Male U.S. Navy Personnel,Rau,2010,treatment and control,rape myth acceptance,0,-3.2,0.378,0.33763886032268264,0.114
"A Comparison of Attitude, Knowledge, and Self-Efficacy Interventions to Increase Pre-Service Teachers' Ability to Address Sexual Assault in Schools",Sulzner,2010,Attitudes and Knowledge Condition,illinois rape myth acceptance short form,0,1.59,1.59,0.4074309757492673,0.166
"A Comparison of Attitude, Knowledge, and Self-Efficacy Interventions to Increase Pre-Service Teachers' Ability to Address Sexual Assault in Schools",Sulzner,2010,"Attitudes, Knowledge, and Self-Efficacy Condition",illinois rape myth acceptance short form,0,2.76,2.76,0.49598387070548977,0.246
Preventing Sexual Aggression Among College Men: An Evaluation of a Social Norms and Bystander Intervention Program,gidycz,2011,sexual assault prevention program,illinois rape myth acceptance scale - short form,122,-3.79,0.121,0.5338539126015656,0.285
Preventing Sexual Aggression Among College Men: An Evaluation of a Social Norms and Bystander Intervention Program,gidycz,2011,sexual assault prevention program,ses - perpetration,122,-0.052,0.208,0.5347896782848375,0.286
Preventing Sexual Aggression Among College Men: An Evaluation of a Social Norms and Bystander Intervention Program,gidycz,2011,sexual assault prevention program,illinois rape myth acceptance scale - short form,213,-2.33,0.074,0.532916503778969,0.284
The Social Justice Roots Of The Mentors In Violence Prevention Model And Its Application In A High School Setting,katz,2011,mvp,the perceived wrongfulness-aggressive,91,-1.1,1.392,0.05477225575051661,0.003
The Men's Program: Does It Impact College Men's Self-Reported Bystander Efficacy and Willingness to Intervene,langhinrichsen-rohling,2011,the men's program,illinois rape myth acceptance scale - short form,0,-0.52,0.452,0.161245154965971,0.026
Bringing in the Bystander In-Person Prevention Program to a U.S. Military Installation: Results From a Pilot Study,potter,2011,bringing in the bystander,bystander behavior scale,304,-7.07,0.285,0.10954451150103323,0.012
A Gender-Sensitive Peer Education Program for Sexual Assault Prevention in the Schools,kernsmith,2011,first step peer education program,attitudes about sexual assault,0,-0.1708,0.43,0.08366600265340755,0.007
A Gender-Sensitive Peer Education Program for Sexual Assault Prevention in the Schools,kernsmith,2011,first step peer education program,attitudes about sexual assault,91,-0.2576,0.648,0.1224744871391589,0.015
The Efficacy of a High School Rape Prevention Program in Israel,moor,2011,intervention,behaviors (perpetration),0,0,0,0.07071067811865475,0.005
The Efficacy of a High School Rape Prevention Program in Israel,moor,2011,intervention,recognizing rape,0,11.05,0.237,0.07071067811865475,0.005
A Sexual Assault Primary Prevention Model with Diverse Urban Youth,smothers,2011,program,saaq,0,-6,0.694,0.12649110640673517,0.016
Evaluation of the High School Relationship Curriculum Connections: Dating and Emotions,sparks,2011,connections: dating and emotions,dating abuse attitudes scale,7,-0.03,0.03,0.130384048104053,0.017
Final Evaluation Report of MVP Campus Leadership Initiative,Slaby,2011,mvp campus leadership initiative,beliefs supporting sexual abuse,0,-0.03,0.15,0.11401754250991379,0.013
Healthy Relationship Education for Dating Violence Prevention Among High-Risk Youth,Antle,2011,treatment,attitudes in couple violence,0,2.04,0.196,0.09486832980505137,0.009
"Do the Sexual Assault Messages of a Peer-Led, Theatrical, Health Education Program Impact the Male and Female Rape Myths Acceptance of First-Year Students at a Large, Urban, Private, East Coast University?",Ragouzeos,2011,intervention,female rape myth acceptance,0,0.32,0.32,0.07745966692414834,0.006
Men in Violence Prevention: Evaluating a Sexual Assault Prevention Program Targeting College Fraternity Men,Pinkerton,2011,intervention,illinois rape myth acceptance,0,0.14,0.043,0.30331501776206204,0.092
The Efficacy of Verbal Assertiveness Training on Reducing Risk of Sexual Assault,Rusinko,2011,assertiveness training program,ses (victimization),0,-0.04,-0.016,0.2720294101747089,0.074
Evaluation of a Sexual Assault Education/Prevention Program for Female U.S. Navy Personnel,Rau,2011,training and control,rape myth acceptance,0,1.6,0.294,0.232379000772445,0.054
A Sexual Assault Prevention Program for Men Based on Cognitive Dissonance Theory,Raymond,2011,intervention and control,acceptance of modern myths about sexual aggression scale,0,-0.29,0.674,0.2569046515733026,0.066
A Sexual Assault Prevention Program for Men Based on Cognitive Dissonance Theory,Raymond,2011,intervention and control,acceptance of modern myths about sexual aggression scale,14,-0.03,0.07,0.2810693864511039,0.079
A Sexual Assault Prevention Program for Men Based on Cognitive Dissonance Theory,Raymond,2011,intervention and control,taking sexual assault materials (intention to volunteer),0,0.06,0.06,0.25099800796022265,0.063
Sisterhood May Be Powerful for Reducing Sexual and Intimiate Partner Violence: An Evaluation of the Bringing the Bystander In-Person Program with Sorority Members,Moynihan,2011,treatment and control,intention to help,35,4.84,0.797,0.3082207001484488,0.095
Sexual assault prevention: changing explicit and implicit cognitions of university men,berliant,2012,outcome expectancies,bumby rape scale,0,-1.78,-0.113,0.3794733192202055,0.144
Sexual assault prevention: changing explicit and implicit cognitions of university men,berliant,2012,victim empathy/outcome expectancies,bumby rape scale,0,11.04,0.699,0.38600518131237566,0.149
Sexual assault prevention: changing explicit and implicit cognitions of university men,berliant,2012,rape myth video&victim empathy,bumby rape scale,0,4.98,0.315,0.433589667773576,0.188
"Assessing the Effects of Families for Safe Dates, a Family-Based Teen Dating Abuse Prevention Program",foshee,2012,families for safe dates,physical dating abuse victimization,91,0.26,0.7426806263852347,0.11401754250991379,0.013
"Assessing the Effects of Families for Safe Dates, a Family-Based Teen Dating Abuse Prevention Program",foshee,2012,families for safe dates,physical dating abuse perpetration,91,0.48,0.40465841457061075,0.11401754250991379,0.013
"Assessing the Effects of Families for Safe Dates, a Family-Based Teen Dating Abuse Prevention Program",foshee,2012,families for safe dates,teen acceptance of dating violence,91,0.37,0.37,0.11401754250991379,0.013
"""Coaching Boys into Men"": A Cluster-Randomized Controlled Trial of a Dating Violence Prevention Program",miller,2012,coaching boys into men,gender-equitable attitudes,56,0,0,0.4722287581247038,0.223
"""Coaching Boys into Men"": A Cluster-Randomized Controlled Trial of a Dating Violence Prevention Program",miller,2012,coaching boys into men,abuse perpetration,56,-0.09,0.107,0.4732863826479693,0.224
Dating violence and sexual assault prevention with African American middle schoolers: does group gender composition impact dating violence attitudes?,black,2012,dating violence prevention program,attitudes about aggression in dating situations,0,-2.9256,0.621,0.10488088481701516,0.011
Assessment of a Sexual Coercion Prevention Program for Adolescents,martin,2012,intervention,stereotypical beliefs,21,-0.0971,0.235,0.15491933384829668,0.024
Assessment of a Sexual Coercion Prevention Program for Adolescents,martin,2012,intervention,stereotypical beliefs,244,-0.1829,0.443,0.15491933384829668,0.024
Assessment of a Sexual Coercion Prevention Program for Adolescents,martin,2012,intervention,coercive behavior (perpetration),244,0.019,0,0.15491933384829668,0.024
Assessment of a Sexual Coercion Prevention Program for Adolescents,martin,2012,intervention,coercive behavior (victimization),244,NA,0,0.15491933384829668,0.024
Expect Respect Support Groups: Preliminary Evaluation of a Dating Violence Prevention Program for At-Risk Youth,ball,2012,expect respect,violence and healthy conflict resolution - victimization,0,0.02,0.031,0.11832159566199232,0.014
